gFx,gFy,gFz
-0.2024,-1.1254,0.1141
-0.1795,-1.0589,-0.2362
-0.1228,-0.8346,-0.4786
-0.1535,-0.6968,-0.3764
-0.1917,-0.5972,-0.3007
-0.2132,-0.5752,-0.2465
-0.1032,-0.5918,-0.2846
0.1083,-0.5996,-0.4664
0.1289,-0.626,-0.6071
-0.0915,-0.6245,-0.3745
-0.1985,-0.6108,-0.4791
-0.2644,-0.6226,-0.4121
-0.1462,-0.6348,-0.7478
0.015,-0.7393,-0.5235
0.0576,-1.1381,-0.6158
-0.2,-1.6335,-0.6534
-0.4262,-1.8944,-0.2626
-0.5972,-2.1959,0.1293
-0.048,-1.8978,-0.5983
0.1924,-1.0628,-0.5435
-0.0578,-0.4784,-0.1087
-0.1408,-0.1838,0.0946
-0.1648,-0.0079,0.033
-0.1629,-0.0113,-0.0584
-0.2914,-0.2698,-0.115
-0.3084,-0.5375,-0.032
-0.1912,-0.7315,-0.0187
-0.0925,-0.8082,-0.0896
-0.0353,-0.8234,-0.2523
-0.1257,-0.6925,-0.629
-0.3954,-0.8097,-1.274
-0.3397,-0.7858,-1.232
-0.2337,-0.7178,-1.5584
-0.045,-0.9162,0.6565
-0.0045,-1.1425,0.6692
-0.3128,-1.4522,0.1019
-0.414,-2.5819,-1.9185
-0.4545,-1.9594,0.2133
-0.0812,-1.3301,0.5436
-0.1228,-1.0447,0.3711
-0.1702,-0.8727,0.1919
-0.0949,-0.6719,0.0912
-0.0245,-0.5478,-0.3769
-0.2747,-0.8146,-1.4167
-0.3979,-0.859,-0.9266
-0.2522,-0.5669,-0.3158
-0.1682,-0.4159,0.036
-0.0138,-0.3856,0.0237
0.2696,-0.3421,-0.7038
0.1088,-0.5791,-0.4062
0.0668,-0.6768,-0.4121
0.0732,-0.6793,-0.2431
0.0566,-0.9792,-0.2943
-0.0681,-1.5514,-0.9877
-0.3231,-1.6448,-0.482
-0.4247,-1.8558,-0.1429
-0.4961,-1.9257,-0.0818
-0.3055,-1.8353,-0.6324
-0.2498,-1.1083,-0.7781
-0.391,-0.5473,-0.2694
-0.3925,-0.282,0.0389
-0.3842,-0.1604,0.1107
-0.3319,-0.1735,0.1073
-0.1673,-0.2165,0.0545
